Frequency	Magnitude	Phase
0.3125	-74.19882	-36.98799
0.625	-70.83018	-64.83261
0.9375	-69.9412	-78.90067
1.25	-68.65694	-89.21613
1.5625	-67.54667	-98.30737
1.875	-67.72003	-102.1738
2.1875	-65.83688	-107.4652
2.5	-66.57777	-112.9273
2.8125	-65.08723	-119.5116
3.125	-65.67044	-116.4476
3.4375	-64.35288	-126.1018
3.75	-63.68752	-122.1469
4.0625	-64.93214	-117.5134
4.375	-63.88625	-125.8791
4.6875	-62.31867	-131.7251
5	-63.14165	-123.9047
5.3125	-62.63183	-137.5201
5.625	-61.96251	-129.3463
5.9375	-63.05244	-127.8421
6.25	-62.34929	-138.0237
6.5625	-62.25014	-131.4998
6.875	-61.99516	-135.7266
7.1875	-62.10795	-142.2602
7.5	-62.08368	-137.4116
7.8125	-62.24923	-136.7371
8.125	-62.07557	-145.1754
8.4375	-62.08035	-142.6289
8.75	-61.19962	-141.1008
9.0625	-62.179	-145.5856
9.375	-61.45664	-150.2142
9.6875	-60.30294	-146.2754
10	-61.63127	-151.7418
10.3125	-61.04106	-153.1704
10.625	-62.16458	-158.4519
10.9375	-60.04844	-159.5435
11.25	-60.6083	-163.9386
11.5625	-60.93733	-170.9772
11.875	-61.77977	-179.2796
12.1875	-60.47661	176.4188
12.5	-61.84225	156.4604
12.8125	-61.54414	-174.6631
13.125	-59.81392	161.7584
13.4375	-59.1914	159.431
13.75	-59.66851	142.175
14.0625	-58.36714	137.688
14.375	-57.78788	129.5198
14.6875	-57.23091	120.2052
15	-56.62857	109.8097
15.3125	-54.83889	106.3733
15.625	-54.10788	99.56768
15.9375	-52.82805	81.87317
16.25	-51.63837	73.05661
16.5625	-52.93498	59.30404
16.875	-55.80801	62.65815
17.1875	-53.89274	91.44937
17.5	-51.37978	96.0394
17.8125	-49.77528	92.49683
18.125	-47.90857	90.40131
18.4375	-46.18486	90.25687
18.75	-44.53175	89.48717
19.0625	-42.60559	85.30569
19.375	-40.92989	83.71027
19.6875	-39.11514	81.07272
20	-37.11357	78.32526
20.3125	-35.19186	74.49324
20.625	-32.99575	71.77377
20.9375	-30.32183	67.69636
21.25	-27.224	61.02455
21.5625	-23.12657	51.73405
21.875	-17.75047	22.47238
22.1875	-16.043	-32.28938
22.5	-19.81402	-69.10422
22.8125	-22.52746	-86.93973
23.125	-25.13524	-98.05245
23.4375	-27.02147	-102.8178
23.75	-28.4309	-106.9412
24.0625	-29.52903	-108.4588
24.375	-30.37329	-110.1682
24.6875	-31.01479	-111.0543
25	-31.23066	-112.2702
25.3125	-31.40678	-116.0324
25.625	-31.54119	-120.1995
25.9375	-31.71898	-125.7499
26.25	-31.9059	-133.711
26.5625	-32.36855	-140.0882
26.875	-33.61083	-148.8115
27.1875	-35.23206	-154.6676
27.5	-37.31633	-154.7609
27.8125	-39.0635	-145.2663
28.125	-39.56209	-133.6624
28.4375	-39.10255	-125.3108
28.75	-38.54868	-120.3559
29.0625	-37.33	-118.0718
29.375	-36.28022	-118.9373
29.6875	-34.82735	-121.0254
30	-33.50725	-126.269
30.3125	-32.02861	-136.4669
30.625	-30.67247	-153.5229
30.9375	-30.69212	175.2551
31.25	-35.34779	156.0947
31.5625	-40.25909	156.0361
31.875	-41.34064	-169.8392
32.1875	-37.73994	-173.6404
32.5	-37.74813	163.0576
32.8125	-41.21288	149.8172
33.125	-44.76494	149.4613
33.4375	-47.23209	150.8704
33.75	-48.8929	172.542
34.0625	-50.46049	-175.0841
34.375	-49.72829	-164.029
34.6875	-50.51482	-152.1127
35	-49.53444	-142.5433
35.3125	-49.53619	-139.965
35.625	-48.57392	-134.1994
35.9375	-47.84151	-124.4831
36.25	-47.7584	-128.0286
36.5625	-47.21136	-121.6439
36.875	-47.20705	-122.3505
37.1875	-46.68675	-124.016
37.5	-46.80006	-115.4821
37.8125	-45.89896	-116.6751
38.125	-45.80871	-117.2151
38.4375	-45.99493	-117.4656
38.75	-45.68951	-113.9579
39.0625	-45.30102	-115.7571
39.375	-44.73775	-109.1602
39.6875	-44.84367	-111.6689
40	-44.2634	-106.8312
40.3125	-43.90266	-106.2347
40.625	-41.67419	-108.8839
40.9375	-43.71562	-123.9089
41.25	-43.89122	-119.4007
41.5625	-44.05106	-114.9892
41.875	-43.92046	-114.7909
42.1875	-43.3083	-111.5961
42.5	-43.33737	-110.928
42.8125	-43.2086	-110.4817
43.125	-43.0196	-106.9257
43.4375	-42.40987	-111.586
43.75	-42.03004	-110.3133
44.0625	-41.55283	-114.3708
44.375	-41.35621	-117.8335
44.6875	-41.6909	-118.5379
45	-41.67481	-119.6042
45.3125	-41.94272	-122.1839
45.625	-42.32212	-124.991
45.9375	-42.87995	-123.8844
46.25	-43.20561	-116.3878
46.5625	-43.29304	-114.3207
46.875	-43.42183	-112.78
47.1875	-43.50874	-109.3604
47.5	-42.95798	-107.5134
47.8125	-42.8009	-109.0838
48.125	-42.29753	-107.6614
48.4375	-42.26599	-107.1867
48.75	-41.52594	-107.0123
49.0625	-41.62897	-106.4867
49.375	-41.44335	-105.2534
49.6875	-41.21535	-104.7567
50	-41.09407	-104.5462
50.3125	-41.05347	-103.8854
50.625	-40.64487	-103.2776
50.9375	-40.75843	-104.0774
51.25	-40.24468	-106.7732
51.5625	-40.27136	-103.11
51.875	-40.12127	-106.3382
52.1875	-40.0598	-103.2279
52.5	-39.73975	-102.0978
52.8125	-40.04045	-103.2218
53.125	-39.78152	-104.106
53.4375	-39.51995	-103.5919
53.75	-39.12037	-102.424
54.0625	-39.43832	-102.2727
54.375	-39.11921	-102.133
54.6875	-38.78498	-100.3222
55	-38.82359	-102.3532
55.3125	-38.43514	-104.7544
55.625	-38.45668	-102.3891
55.9375	-38.21933	-102.5971
56.25	-37.8923	-102.1487
56.5625	-37.92179	-102.3457
56.875	-37.89084	-104.1999
57.1875	-37.9172	-102.4948
57.5	-37.65508	-101.8358
57.8125	-37.31981	-104.0982
58.125	-37.02319	-103.4586
58.4375	-37.05472	-103.8537
58.75	-36.73665	-103.8161
59.0625	-36.73295	-102.723
59.375	-36.44241	-103.8845
59.6875	-36.45455	-105.2865
60	-36.41033	-107.0743
60.3125	-36.30678	-106.3022
60.625	-36.19653	-106.8495
60.9375	-36.18844	-108.726
61.25	-36.19352	-108.3778
61.5625	-36.19174	-107.7919
61.875	-36.0475	-107.4319
62.1875	-36.10534	-106.9682
62.5	-36.23809	-105.5249
62.8125	-36.01689	-105.9772
63.125	-35.8102	-106.2083
63.4375	-35.46361	-106.3713
63.75	-35.58107	-105.0158
64.0625	-35.66633	-106.3511
64.375	-35.43748	-106.3349
64.6875	-35.47758	-106.0992
65	-35.27123	-105.2226
65.3125	-35.08915	-103.5033
65.625	-35.00035	-103.7235
65.9375	-34.95203	-104.4704
66.25	-34.65872	-101.4418
66.5625	-34.64558	-102.8465
66.875	-34.33926	-102.2992
67.1875	-33.9925	-102.7189
67.5	-33.89728	-101.4363
67.8125	-33.63133	-102.564
68.125	-33.6998	-102.2833
68.4375	-33.44817	-102.8795
68.75	-33.18737	-102.0754
69.0625	-32.87927	-102.4943
69.375	-32.81534	-103.511
69.6875	-32.54903	-103.4239
70	-32.4681	-103.8515
70.3125	-32.23402	-103.2482
70.625	-32.01457	-103.57
70.9375	-31.92206	-104.1712
71.25	-31.7318	-103.7794
71.5625	-31.43682	-103.4155
71.875	-31.21339	-104.8692
72.1875	-30.8846	-105.3441
72.5	-30.63404	-105.8728
72.8125	-30.44294	-106.2222
73.125	-30.29187	-107.6229
73.4375	-29.94625	-107.7217
73.75	-29.91711	-108.4387
74.0625	-29.5468	-109.3785
74.375	-29.33515	-110.4936
74.6875	-29.1558	-111.9291
75	-28.869	-113.1671
75.3125	-28.67657	-113.4986
