key,run,seed,n_samples,n_features,train_mse,test_mse,duration_s,expr
kepler,0,0,6,1,1.5387405157089233,1738792320.0,156.34752120800113,0.00072*a**8 - 0.17265*a**6 + 0.98466*a**5 + 10.33452*a**4 + 0.17837*a**4*exp(-0.12249*a**2) - 117.88062*a**3 + 336.13428*a**2 - 21.3537*a**2*exp(-0.12249*a**2) + 3.08839*a + 122.66833*a*exp(-0.12249*a**2) - 7.29819
