Frequency	Magnitude	Phase
0.3125	-77.52038	-71.31107
0.625	-76.06799	-59.12352
0.9375	-73.46477	-30.77282
1.25	-72.13496	-128.0936
1.5625	-71.95228	-95.51254
1.875	-68.20497	-96.3371
2.1875	-69.29854	-107.1093
2.5	-71.91393	-97.53397
2.8125	-71.23802	-120.318
3.125	-68.45262	-95.08991
3.4375	-69.78616	-117.6077
3.75	-72.89937	-142.5847
4.0625	-68.46371	-105.4025
4.375	-67.80078	-113.0918
4.6875	-69.40266	-111.4406
5	-69.70186	-122.7944
5.3125	-71.75816	-139.7399
5.625	-67.76194	-141.2486
5.9375	-71.84573	-132.0539
6.25	-69.7056	169.9244
6.5625	-67.78925	-178.4297
6.875	-72.1704	-144.8898
7.1875	-70.86685	-121.0621
7.5	-72.92657	-87.78318
7.8125	-69.27055	-173.1527
8.125	-68.37782	-147.8057
8.4375	-69.53731	179.7972
8.75	-72.07214	161.0862
9.0625	-70.78005	172.869
9.375	-71.27492	-157.376
9.6875	-69.51448	133.2521
10	-70.85251	178.3344
10.3125	-79.59837	133.3851
10.625	-69.85739	137.2818
10.9375	-71.34409	135.0688
11.25	-65.34822	134.0065
11.5625	-70.43561	107.2524
11.875	-64.87399	117.2298
12.1875	-65.54361	115.1564
12.5	-66.08784	107.5453
12.8125	-68.24092	94.21319
13.125	-63.84298	93.99724
13.4375	-60.70869	95.90755
13.75	-61.22202	99.17265
14.0625	-60.04938	98.57395
14.375	-57.44482	94.38343
14.6875	-55.36416	89.95044
15	-55.13876	94.3256
15.3125	-54.39115	94.16962
15.625	-51.93173	88.91685
15.9375	-51.58262	84.85233
16.25	-50.51991	73.96118
16.5625	-50.6092	59.65192
16.875	-52.77287	61.44944
17.1875	-51.75543	76.89211
17.5	-49.78574	91.34667
17.8125	-48.36372	86.25494
18.125	-46.79181	85.57706
18.4375	-44.87666	84.62343
18.75	-43.12567	83.77785
19.0625	-41.56232	83.27744
19.375	-40.19299	80.03495
19.6875	-38.32003	78.0912
20	-36.48355	74.63713
20.3125	-34.29568	73.26257
20.625	-31.96359	69.15376
20.9375	-29.17359	63.91111
21.25	-25.56376	56.17467
21.5625	-19.69343	38.48415
21.875	-16.39114	-43.16002
22.1875	-22.8586	-68.4173
22.5	-25.28434	-74.58264
22.8125	-26.82933	-85.47904
23.125	-28.37458	-92.04931
23.4375	-29.60946	-99.04269
23.75	-30.77581	-101.3934
24.0625	-31.45547	-106.6039
24.375	-32.41315	-110.3371
24.6875	-32.78706	-113.1385
25	-33.33132	-117.5441
25.3125	-33.83623	-119.9329
25.625	-33.90779	-124.0537
25.9375	-34.15961	-129.6059
26.25	-34.47131	-137.2283
26.5625	-35.07584	-144.7968
26.875	-35.98423	-152.2611
27.1875	-37.40471	-160.7663
27.5	-40.3302	-165.8952
27.8125	-42.946	-160.0382
28.125	-44.32171	-139.1858
28.4375	-43.61497	-125.1212
28.75	-41.71309	-120.2017
29.0625	-40.67929	-121.244
29.375	-39.39006	-119.8278
29.6875	-38.73903	-122.0904
30	-36.95255	-126.4626
30.3125	-35.29377	-135.1117
30.625	-32.59564	-155.578
30.9375	-33.72504	144.2603
31.25	-44.63599	141.7026
31.5625	-47.19089	-172.9111
31.875	-44.0222	-158.5843
32.1875	-41.47331	-170.1766
32.5	-42.16575	173.6648
