Frequency	Magnitude	Phase
0.3125	-77.2874	23.90847
0.625	-74.5182	-22.75433
0.9375	-73.77763	-62.74796
1.25	-71.75225	-71.22584
1.5625	-70.8837	-63.43937
1.875	-70.27558	-89.72181
2.1875	-68.42405	-80.79351
2.5	-67.97155	-99.93788
2.8125	-66.59908	-97.73021
3.125	-66.95392	-103.9376
3.4375	-66.56296	-101.8899
3.75	-64.41122	-107.2131
4.0625	-65.27925	-104.5535
4.375	-64.7353	-113.1177
4.6875	-63.65987	-114.4105
5	-63.93383	-114.3921
5.3125	-64.02358	-119.9063
5.625	-62.37759	-119.6993
5.9375	-64.64794	-122.0729
6.25	-64.04391	-128.1506
6.5625	-62.97664	-121.9182
6.875	-62.02206	-129.7212
7.1875	-62.86675	-132.8746
7.5	-62.84409	-127.5921
7.8125	-62.18233	-132.2494
8.125	-62.43339	-133.3112
8.4375	-63.98158	-137.6878
8.75	-61.56491	-134.7538
9.0625	-62.03918	-139.5986
9.375	-61.87507	-144.3401
9.6875	-60.72423	-149.8974
10	-61.08181	-154.45
10.3125	-61.18108	-154.0081
10.625	-60.17626	-157.8636
10.9375	-62.46888	-153.3888
11.25	-60.52857	-164.6645
11.5625	-60.04412	-170.1734
11.875	-60.76202	-171.325
12.1875	-59.66888	-177.2476
12.5	-61.13676	174.4488
12.8125	-58.7548	177.287
13.125	-59.80822	168.3966
13.4375	-57.17386	166.808
13.75	-57.26208	150.6552
14.0625	-56.18761	155.2363
14.375	-55.46687	143.9519
14.6875	-54.66251	137.5804
15	-53.83372	131.6031
15.3125	-53.8377	125.2875
15.625	-52.77946	118.407
15.9375	-51.65453	112.3094
16.25	-50.98705	98.65984
16.5625	-51.74432	84.67424
16.875	-54.3062	77.72004
17.1875	-55.3807	96.28532
17.5	-52.27747	111.6542
17.8125	-49.55712	117.5988
18.125	-47.64732	110.1631
18.4375	-45.84583	106.0079
18.75	-43.93362	99.64909
19.0625	-42.08822	98.40436
19.375	-40.25863	93.45811
19.6875	-38.13076	89.13896
20	-36.17577	85.28589
20.3125	-33.71335	82.38242
20.625	-30.6643	78.46487
20.9375	-26.86966	71.26881
21.25	-21.33119	58.87353
21.5625	-11.56819	-8.419065
21.875	-21.0001	-75.54668
22.1875	-25.69786	-85.00976
22.5	-28.22702	-87.26409
22.8125	-29.84484	-90.33299
23.125	-30.76356	-91.02736
23.4375	-31.37461	-92.34161
23.75	-31.71086	-95.17942
24.0625	-31.90574	-97.14821
24.375	-31.92782	-100.5373
24.6875	-32.01995	-105.0157
25	-31.93386	-110.1623
25.3125	-31.84627	-115.3094
25.625	-31.75654	-120.6138
25.9375	-31.73957	-127.4381
26.25	-31.89439	-136.3859
26.5625	-32.38222	-145.5729
26.875	-33.39974	-152.7224
27.1875	-34.64368	-158.9759
27.5	-36.25043	-162.4043
27.8125	-37.98478	-161.7298
28.125	-39.28557	-157.2517
28.4375	-39.88498	-147.4375
28.75	-39.9133	-138.1816
29.0625	-39.07405	-132.3516
29.375	-37.92062	-128.2713
29.6875	-36.37271	-128.0452
30	-34.83685	-131.7972
30.3125	-33.11496	-140.3389
30.625	-30.94256	-157.9233
30.9375	-30.75024	161.5289
31.25	-36.86068	134.6309
31.5625	-45.03939	154.4731
31.875	-41.01329	-158.2452
32.1875	-37.35047	-177.0076
32.5	-38.09375	157.9287
32.8125	-41.17709	146.0301
33.125	-44.39363	146.9782
33.4375	-45.90764	153.7749
33.75	-48.29237	161.9139
34.0625	-50.03887	172.5236
34.375	-51.41811	-177.5828
34.6875	-50.26733	-164.7455
35	-50.88813	-145.6684
35.3125	-50.58968	-141.0948
35.625	-50.05098	-138.2767
35.9375	-50.04205	-129.3108
36.25	-49.64566	-122.2695
36.5625	-48.60977	-121.5989
36.875	-48.49391	-118.9832
37.1875	-47.66125	-118.0988
37.5	-47.8172	-113.8084
37.8125	-47.2827	-116.7836
38.125	-47.2451	-112.277
38.4375	-46.63262	-110.4466
38.75	-46.22561	-105.1187
39.0625	-46.49812	-106.4666
39.375	-46.24635	-106.9285
39.6875	-45.00633	-104.7566
40	-45.07345	-103.3585
40.3125	-44.28656	-101.8845
40.625	-42.61983	-102.3465
40.9375	-43.65295	-124.8764
41.25	-45.55052	-111.2462
41.5625	-45.61079	-109.2541
41.875	-45.03099	-106.0197
42.1875	-44.95503	-106.1401
42.5	-44.19296	-105.5789
42.8125	-44.39539	-105.4197
43.125	-44.24105	-105.4305
43.4375	-44.16847	-99.69778
43.75	-43.5647	-101.6604
44.0625	-43.12458	-102.6987
44.375	-43.13976	-106.8863
44.6875	-43.49448	-107.2859
45	-44.44128	-108.7686
45.3125	-44.01116	-104.4619
45.625	-43.43932	-104.0657
45.9375	-43.56812	-101.7497
46.25	-43.4116	-102.0921
46.5625	-43.48283	-100.7897
46.875	-43.51341	-98.70145
