Frequency	Magnitude	Phase
0.3125	-81.43204	-48.6414
0.625	-74.28597	-73.88306
0.9375	-73.8321	-91.43764
1.25	-72.46293	-103.6401
1.5625	-69.89604	-107.5978
1.875	-70.97106	-98.05183
2.1875	-71.12817	-113.0991
2.5	-68.27042	-123.3031
2.8125	-69.77625	-114.9433
3.125	-69.2691	-131.9785
3.4375	-67.81673	-122.2994
3.75	-67.42844	-123.4291
4.0625	-67.35425	-129.8462
4.375	-68.23541	-137.343
4.6875	-64.84262	-133.7016
5	-66.77961	-142.0499
5.3125	-66.81211	-151.2635
5.625	-65.97438	-131.3508
5.9375	-65.50676	-129.6517
6.25	-65.1882	-129.9405
6.5625	-65.86974	-139.8077
6.875	-65.0171	-145.6394
7.1875	-62.88186	-136.1767
7.5	-65.98357	-145.5591
7.8125	-65.34689	-133.4737
8.125	-66.36724	-155.6455
8.4375	-65.00494	-165.2123
8.75	-64.67307	-161.4556
9.0625	-65.61454	-156.3633
9.375	-64.11262	-157.775
9.6875	-64.83486	-161.9504
10	-63.86902	-165.233
10.3125	-64.52687	-171.0652
10.625	-63.48679	179.9679
10.9375	-63.43445	-175.4629
11.25	-64.01542	165.3806
11.5625	-64.38066	160.7366
11.875	-64.93048	155.405
12.1875	-62.43125	155.7825
12.5	-62.96462	92.75664
12.8125	-65.89545	177.1136
13.125	-62.64668	152.7769
13.4375	-61.20087	138.8776
13.75	-63.32872	125.0011
14.0625	-59.47924	119.2341
14.375	-58.42747	118.622
14.6875	-56.8985	109.9531
15	-57.08681	109.7768
15.3125	-54.35562	101.8855
15.625	-53.70724	97.44767
15.9375	-52.45358	89.12592
16.25	-50.76556	78.51456
16.5625	-50.4439	61.55894
16.875	-51.67557	42.84795
17.1875	-54.53938	59.86198
17.5	-53.37441	75.57515
17.8125	-50.84864	83.23233
18.125	-49.03107	83.07747
18.4375	-46.62025	83.19563
18.75	-44.863	82.20911
19.0625	-43.14782	81.02388
19.375	-41.36147	79.68125
19.6875	-39.62747	77.709
20	-37.52643	76.02147
20.3125	-35.41625	72.92339
20.625	-32.94271	69.77081
20.9375	-30.22977	65.45795
