Frequency	Magnitude	Phase
0.3125	-84.06618	-40.36081
0.625	-80.83485	-63.70556
0.9375	-77.50829	-88.88065
1.25	-75.91327	-94.6304
1.5625	-75.24129	-75.6154
1.875	-72.82895	-98.1299
2.1875	-71.84996	-105.2539
2.5	-71.21515	-116.7865
2.8125	-72.19382	-126.9861
3.125	-70.95036	-122.5713
3.4375	-69.80937	-117.777
3.75	-70.4234	-133.8236
4.0625	-70.63548	-117.2324
4.375	-70.20547	-138.6365
4.6875	-68.60803	-119.5554
5	-71.86437	-124.7926
5.3125	-68.64901	-127.0181
5.625	-68.65895	-138.2108
5.9375	-67.14101	-133.655
6.25	-70.05873	-139.4228
6.5625	-68.31084	-146.5137
6.875	-68.30614	-141.6626
7.1875	-68.21053	-143.7623
7.5	-67.48452	-157.8631
7.8125	-67.2448	-155.7084
8.125	-69.2976	-141.0976
8.4375	-68.53168	-165.8987
8.75	-71.16074	-166.2542
9.0625	-68.55499	-154.472
9.375	-69.35236	-177.4239
9.6875	-66.60528	-174.807
10	-67.79066	-174.3058
10.3125	-68.95104	-174.3717
10.625	-68.73093	162.2785
10.9375	-66.54778	170.2373
11.25	-67.49257	171.3463
11.5625	-65.69672	128.8772
11.875	-65.44942	144.2596
12.1875	-62.16681	124.9453
12.5	-65.25163	141.146
12.8125	-63.84634	115.4394
13.125	-63.65881	122.5619
13.4375	-62.50547	107.7811
13.75	-59.09779	114.0343
14.0625	-60.23752	113.3016
14.375	-59.75884	110.4478
14.6875	-56.86839	97.91029
15	-55.51289	100.5254
15.3125	-54.31606	99.11342
15.625	-53.9688	97.53504
15.9375	-52.07645	85.99348
16.25	-50.38458	80.33755
16.5625	-49.58957	69.20814
16.875	-48.76207	47.12618
17.1875	-54.03153	43.21727
17.5	-54.69777	68.15257
17.8125	-52.41875	77.80075
18.125	-49.57339	82.58456
18.4375	-47.45282	90.23422
18.75	-45.92976	84.20987
19.0625	-43.60038	83.4442
19.375	-42.00454	80.72539
19.6875	-39.93472	79.99184
20	-38.14079	75.48132
20.3125	-35.36748	73.4482
20.625	-32.90019	73.9395
20.9375	-29.6788	64.96286
21.25	-25.25066	52.70481
21.5625	-21.59879	14.27471
21.875	-20.63493	-22.68495
22.1875	-22.32384	-56.59754
22.5	-24.84633	-78.32685
22.8125	-27.77289	-91.5162
23.125	-28.91352	-93.8626
23.4375	-30.75955	-97.628
23.75	-31.7719	-100.7895
24.0625	-32.31879	-104.1703
24.375	-32.63254	-106.6596
24.6875	-32.95076	-106.9198
25	-33.27033	-111.6388
25.3125	-33.57786	-115.1025
25.625	-33.45171	-121.633
25.9375	-33.54254	-124.6701
26.25	-33.68233	-131.7222
26.5625	-35.0664	-138.3283
26.875	-35.44915	-147.9793
27.1875	-35.64232	-152.8687
27.5	-37.0811	-155.1348
27.8125	-38.47628	-155.3731
28.125	-40.02032	-157.2315
28.4375	-40.17945	-153.078
28.75	-40.41354	-145.8193
29.0625	-40.1589	-139.7013
29.375	-39.74075	-134.6293
29.6875	-38.25863	-138.5784
30	-36.70562	-142.5575
30.3125	-35.14868	-154.2786
30.625	-34.46031	179.7195
30.9375	-37.39765	152.456
31.25	-41.65861	149.026
31.5625	-45.4614	163.8649
31.875	-43.65253	-167.5706
32.1875	-41.54587	171.3631
32.5	-42.51025	154.4563
32.8125	-45.10857	147.6699
33.125	-47.20804	152.9231
33.4375	-50.5127	158.7476
33.75	-52.58676	170.332
34.0625	-52.93232	-176.8491
34.375	-51.97132	-169.1107
34.6875	-53.97908	-154.0893
35	-54.07021	-162.6116
35.3125	-52.82086	-143.5605
35.625	-52.1955	-137.5543
35.9375	-51.32786	-140.1872
36.25	-51.99041	-134.695
36.5625	-51.25809	-128.7393
36.875	-50.83055	-131.9481
37.1875	-50.75013	-125.3544
37.5	-49.60949	-130.8083
37.8125	-49.73469	-125.0221
38.125	-50.17503	-127.2802
38.4375	-48.78984	-120.8542
38.75	-49.48692	-120.6808
39.0625	-49.6859	-123.1101
39.375	-48.5641	-120.5595
39.6875	-48.47532	-117.6462
40	-48.41346	-112.1687
40.3125	-48.65024	-113.2255
40.625	-45.73231	-113.9813
40.9375	-47.50491	-133.7764
41.25	-47.23101	-129.7713
41.5625	-48.51976	-121.7163
41.875	-47.69835	-116.3605
42.1875	-47.86576	-115.746
42.5	-47.40921	-118.8086
42.8125	-47.63938	-116.2719
43.125	-46.96872	-116.814
43.4375	-46.47688	-119.4839
43.75	-46.71852	-114.9854
44.0625	-45.79221	-119.987
44.375	-46.31014	-117.8546
44.6875	-46.38	-117.617
45	-46.63686	-115.2613
45.3125	-46.50925	-116.3269
45.625	-46.13507	-113.9845
45.9375	-46.34807	-115.5408
46.25	-46.02042	-117.0876
46.5625	-46.55949	-115.8881
46.875	-45.56068	-113.9641
47.1875	-46.68535	-113.9764
47.5	-45.82377	-112.7743
47.8125	-46.10416	-110.5298
48.125	-45.26705	-108.4722
48.4375	-45.39875	-107.8322
48.75	-45.47955	-110.8792
49.0625	-44.96124	-106.4481
49.375	-45.03331	-108.0125
49.6875	-44.97979	-106.63
50	-44.875	-105.4751
50.3125	-44.50681	-105.9298
50.625	-44.00295	-103.7514
50.9375	-44.24031	-108.8104
51.25	-44.36988	-106.1626
51.5625	-44.01757	-103.1351
51.875	-43.76895	-107.5388
52.1875	-43.65292	-107.0758
52.5	-43.32569	-105.3809
52.8125	-43.49439	-105.4682
53.125	-43.51508	-103.0124
53.4375	-43.1522	-107.872
53.75	-42.67696	-105.3769
54.0625	-42.87515	-103.2396
54.375	-42.48484	-103.5233
54.6875	-42.30775	-105.6246
55	-41.93588	-101.906
55.3125	-42.27026	-106.436
55.625	-41.89845	-103.6089
55.9375	-41.71962	-104.2499
56.25	-41.57589	-104.8439
56.5625	-40.76788	-103.0487
56.875	-41.39813	-103.5959
57.1875	-41.25898	-102.8036
57.5	-41.00857	-104.3194
57.8125	-40.61908	-104.0671
58.125	-40.5761	-106.8426
58.4375	-40.16046	-106.6833
58.75	-40.08159	-108.5203
59.0625	-40.21416	-107.9647
59.375	-39.94985	-108.1063
59.6875	-39.78674	-108.5833
60	-40.02936	-111.301
60.3125	-40.03939	-111.8827
60.625	-39.71475	-112.014
60.9375	-40.15516	-111.4262
61.25	-39.39864	-108.7631
61.5625	-39.64592	-108.5443
61.875	-39.19346	-107.2639
62.1875	-39.60599	-109.3163
62.5	-39.81702	-106.9876
