Frequency	Magnitude	Phase
0.3125	-70.41349	-0.7614832
0.625	-71.38111	-29.10893
0.9375	-70.81443	-54.15142
1.25	-71.28646	-68.14449
1.5625	-68.60183	-64.92414
1.875	-70.36493	-85.23128
2.1875	-68.50578	-81.2178
2.5	-68.89101	-73.89347
2.8125	-69.2225	-107.2744
3.125	-68.95731	-99.94563
3.4375	-70.18288	-94.6062
3.75	-69.01858	-114.4909
4.0625	-66.88044	-92.96693
4.375	-68.80344	-96.88076
4.6875	-67.6665	-100.793
5	-66.65165	-110.2896
5.3125	-68.74952	-130.644
5.625	-64.46558	-110.5016
5.9375	-66.96661	-124.1864
6.25	-64.74854	-110.136
6.5625	-66.96519	-126.0285
6.875	-70.07407	-131.6835
7.1875	-67.18703	-174.8576
7.5	-65.33878	-128.7829
7.8125	-66.16685	-130.3316
8.125	-66.92383	-102.5964
8.4375	-66.88264	119.2832
8.75	-65.27083	-101.1682
9.0625	-63.20123	77.164
9.375	-63.7066	153.2779
9.6875	-63.16	-171.2028
10	-61.16075	-84.43557
10.3125	-62.28442	71.08774
10.625	-65.98535	121.0721
10.9375	-64.57519	77.03081
11.25	-59.10997	122.5433
11.5625	-59.61348	-131.5455
11.875	-57.50601	108.946
12.1875	-54.93371	-73.94488
12.5	-51.43559	75.45631
12.8125	-63.53309	150.7935
13.125	-52.25464	100.3023
13.4375	-51.50297	-141.6332
13.75	-49.73656	52.2823
14.0625	-52.24292	131.8435
14.375	-55.77053	64.72424
14.6875	-51.3886	69.45731
15	-49.23576	100.6767
15.3125	-52.63768	97.02672
15.625	-49.2825	102.4592
15.9375	-49.71928	57.95721
16.25	-45.26916	58.64238
16.5625	-46.30663	65.68681
16.875	-46.49075	65.52364
17.1875	-48.95516	97.47784
17.5	-50.69712	72.63699
17.8125	-46.95374	78.26875
18.125	-44.00916	62.47004
18.4375	-39.71652	81.58227
18.75	-41.41621	96.31191
19.0625	-39.25124	79.65615
19.375	-39.10314	88.57713
19.6875	-36.72963	70.56834
20	-35.03303	68.63287
20.3125	-30.80835	67.0543
20.625	-29.39183	75.36723
20.9375	-26.5906	68.54378
21.25	-24.49014	59.95181
21.5625	-18.62119	28.79354
21.875	-15.57587	-30.56759
22.1875	-18.5529	-68.37236
22.5	-21.34989	-77.35979
22.8125	-24.68826	-86.39176
23.125	-26.95629	-94.31544
23.4375	-28.95627	-103.7033
23.75	-29.19522	-107.5683
24.0625	-29.54622	-109.1161
24.375	-30.23726	-106.0507
24.6875	-31.18437	-107.3645
25	-32.86939	-109.0399
25.3125	-32.07761	-120.0539
25.625	-32.45692	-119.8177
25.9375	-31.31977	-124.6547
26.25	-32.76607	-125.2687
26.5625	-32.55814	-132.3191
26.875	-35.15265	-145.419
27.1875	-34.40343	-148.3317
27.5	-36.56374	-158.978
27.8125	-36.98518	-141.9046
28.125	-41.06666	-135.3115
