Frequency	Magnitude	Phase
0.3125	-79.11852	-24.81886
0.625	-79.01643	-105.0514
0.9375	-74.65707	-127.2825
1.25	-70.72115	-102.6529
1.5625	-70.80961	-95.98298
1.875	-70.64782	-87.39194
2.1875	-71.37508	-106.1862
2.5	-70.68284	-137.8028
2.8125	-69.47394	-122.3034
3.125	-68.39404	-121.5669
3.4375	-71.0004	-117.1414
3.75	-66.17499	-135.0012
4.0625	-66.60086	-134.1948
4.375	-66.08911	-129.1751
4.6875	-64.35692	-119.1174
5	-67.3647	-118.3726
5.3125	-65.89328	-110.8351
5.625	-67.13718	-103.109
5.9375	-66.16508	-145.7622
6.25	-62.17265	-150.1984
6.5625	-62.14187	-140.9076
6.875	-61.82636	-130.7968
7.1875	-64.17838	-118.3604
7.5	-67.47252	-145.4109
7.8125	-65.55205	-136.0454
8.125	-63.63813	-117.3864
8.4375	-61.45687	172.9855
8.75	-59.57982	-163.0244
9.0625	-59.96966	-123.3341
9.375	-63.04743	145.6259
9.6875	-60.40134	-179.9982
10	-58.37096	-128.6933
10.3125	-59.66753	-56.57716
10.625	-59.6744	116.3805
10.9375	-58.40185	171.4466
11.25	-62.80777	-144.857
11.5625	-62.16332	159.4478
11.875	-60.44704	175.9561
12.1875	-59.40719	-138.5307
12.5	-57.86122	46.98796
12.8125	-57.05474	106.7869
13.125	-57.76009	158.7419
13.4375	-63.38471	113.8608
13.75	-56.47081	123.2958
14.0625	-54.37505	170.9616
14.375	-54.67056	-84.71904
14.6875	-51.52931	57.10854
15	-50.16527	105.0938
15.3125	-51.99269	140.9884
15.625	-57.62919	102.8006
15.9375	-51.70388	86.82152
16.25	-50.25414	95.67503
16.5625	-52.47175	73.23141
16.875	-48.10862	52.36853
17.1875	-49.23493	45.31536
17.5	-52.69735	62.09816
17.8125	-50.52948	81.17641
18.125	-48.92706	111.151
18.4375	-49.86903	92.56661
18.75	-45.0074	65.84037
19.0625	-42.32426	88.49642
19.375	-43.10396	95.64631
19.6875	-40.33614	75.47005
20	-36.64098	85.16856
20.3125	-35.88365	92.3428
20.625	-35.01741	67.80286
20.9375	-29.99015	62.06867
21.25	-25.1437	50.0217
21.5625	-21.79104	4.908607
21.875	-22.14565	-24.20122
22.1875	-24.18907	-46.62321
22.5	-25.65189	-67.1423
22.8125	-27.80745	-81.24462
23.125	-29.69586	-93.42294
23.4375	-30.62806	-100.5078
23.75	-31.28057	-101.8725
24.0625	-31.80171	-102.0198
24.375	-32.83567	-99.85454
24.6875	-34.18483	-106.7899
25	-33.67977	-111.1849
25.3125	-34.21575	-110.1056
25.625	-34.3279	-121.9104
25.9375	-32.97088	-126.534
26.25	-32.83018	-125.6188
26.5625	-34.09087	-134.8616
26.875	-34.20482	-144.9105
27.1875	-35.42283	-154.0306
27.5	-37.02153	-168.1709
27.8125	-37.70607	-171.5956
28.125	-39.49913	-168.1276
28.4375	-40.79469	-151.3809
28.75	-41.744	-136.8952
29.0625	-42.68088	-135.5891
29.375	-40.79191	-134.8641
29.6875	-38.94868	-132.8773
30	-37.1137	-137.6457
30.3125	-34.63954	-146.5063
30.625	-33.2294	-169.6696
30.9375	-34.04146	153.8842
31.25	-41.13847	121.7507
31.5625	-49.48042	145.1293
31.875	-45.85968	176.7285
32.1875	-42.83676	-179.856
32.5	-44.38009	157.2543
32.8125	-45.45967	149.2169
33.125	-49.22438	162.5798
33.4375	-53.09267	156.3192
33.75	-52.04509	162.0679
34.0625	-54.00738	-163.3067
34.375	-54.64344	-154.0691
34.6875	-55.2998	-123.09
35	-55.96849	-121.2089
35.3125	-53.3038	-158.8067
35.625	-51.20152	-130.7061
35.9375	-51.33328	-109.6382
36.25	-50.53518	-130.0653
36.5625	-48.77821	-103.6232
36.875	-49.70651	-81.46771
37.1875	-51.60383	-117.5156
37.5	-48.8657	-115.7401
37.8125	-49.1696	-112.7079
38.125	-48.05278	-117.0367
38.4375	-47.12	-100.5231
38.75	-48.44191	-103.1928
39.0625	-47.67539	-107.2673
39.375	-47.22118	-91.9635
39.6875	-50.24783	-96.30716
40	-47.82309	-119.6348
40.3125	-44.94441	-101.401
40.625	-44.6133	-100.5905
40.9375	-45.9182	-116.2468
41.25	-46.34831	-108.0459
41.5625	-47.4597	-100.1779
41.875	-46.31129	-109.7829
42.1875	-45.52763	-99.12532
42.5	-46.03956	-106.4756
42.8125	-44.21239	-104.8808
43.125	-45.74765	-100.9049
43.4375	-45.26965	-106.0546
43.75	-44.7579	-103.7196
44.0625	-44.73475	-103.6908
44.375	-44.494	-110.2881
44.6875	-44.83733	-108.0304
45	-44.10675	-111.3024
45.3125	-44.99564	-114.1995
45.625	-45.37849	-106.9418
45.9375	-45.79387	-113.8105
46.25	-44.41913	-109.3845
46.5625	-44.90524	-100.8231
46.875	-45.62204	-104.8092
47.1875	-45.24699	-108.4895
47.5	-44.15627	-105.5886
