Frequency	Magnitude	Phase
0.3125	-82.10911	-66.14223
0.625	-75.03447	-96.63932
0.9375	-71.53921	-117.6044
1.25	-70.52343	-125.5465
1.5625	-68.17875	-122.748
1.875	-67.90904	-105.0278
2.1875	-67.5527	-129.0276
2.5	-66.98985	-106.4867
2.8125	-66.94586	-125.2264
3.125	-64.45824	-131.7984
3.4375	-64.08195	-120.7947
3.75	-64.92054	-129.7242
4.0625	-64.77063	-124.3658
4.375	-64.2809	-129.717
4.6875	-63.00755	-127.4057
5	-62.53507	-138.9902
5.3125	-61.56759	-136.7538
5.625	-61.32557	-134.0094
5.9375	-61.778	-128.8895
6.25	-63.645	-137.7882
6.5625	-60.44445	-141.4744
6.875	-61.20684	-139.9344
7.1875	-61.45162	-139.4523
7.5	-60.55488	-151.1901
7.8125	-60.84569	-134.0761
8.125	-62.31827	-136.3714
8.4375	-61.87474	-141.2956
8.75	-60.88232	-146.541
9.0625	-63.53132	-158.5221
9.375	-61.02751	-159.5792
9.6875	-60.13977	-153.7249
10	-61.13657	-154.4577
10.3125	-61.87407	-170.796
10.625	-60.57903	-171.1932
10.9375	-60.41431	-174.7048
11.25	-60.83091	-164.4259
11.5625	-60.0777	177.4395
11.875	-60.65829	174.8637
12.1875	-60.68816	170.1657
12.5	-61.79501	-172.2005
12.8125	-60.55014	165.4107
13.125	-59.53918	149.8609
13.4375	-59.30839	146.6436
13.75	-58.23711	134.0995
14.0625	-57.5806	130.2713
14.375	-56.32747	131.6145
14.6875	-57.39048	124.3401
15	-55.70119	118.5828
15.3125	-54.00531	110.6648
15.625	-52.31746	101.8911
15.9375	-51.23325	101.2921
16.25	-49.49289	95.64854
16.5625	-48.18319	80.39234
16.875	-47.57289	60.94253
17.1875	-48.92664	38.07626
17.5	-54.18614	54.35038
17.8125	-51.80716	85.01067
18.125	-48.81353	91.84489
18.4375	-46.69599	89.859
18.75	-44.47886	87.98156
19.0625	-42.45428	86.56636
19.375	-40.3277	83.8197
19.6875	-38.62094	81.50242
20	-36.27494	79.41708
20.3125	-33.81043	75.6514
20.625	-31.07714	70.20963
20.9375	-27.82112	63.61232
21.25	-23.05633	49.04216
21.5625	-19.66427	11.60808
21.875	-19.66505	-26.48168
22.1875	-20.96357	-56.72941
22.5	-23.32205	-80.50282
22.8125	-26.15294	-91.43857
23.125	-28.06335	-95.14416
23.4375	-28.85616	-99.28008
23.75	-30.09354	-102.7017
24.0625	-30.90824	-106.3942
24.375	-31.59901	-106.3407
24.6875	-31.94713	-109.7231
25	-32.33447	-112.6579
25.3125	-32.23506	-113.7941
25.625	-32.35391	-120.8998
25.9375	-32.40563	-124.1107
26.25	-32.32773	-131.1065
26.5625	-32.82074	-139.3992
26.875	-33.65108	-144.4704
27.1875	-34.077	-153.1103
27.5	-35.56858	-160.0371
27.8125	-37.34065	-161.766
28.125	-39.53149	-159.4035
28.4375	-40.38644	-150.7476
28.75	-40.77095	-138.2145
29.0625	-39.63033	-131.4434
29.375	-38.61568	-128.2798
29.6875	-37.32773	-130.2124
30	-35.59992	-131.7451
30.3125	-34.02264	-144.0772
30.625	-32.58625	-167.3893
30.9375	-33.80534	159.7851
31.25	-38.61597	137.5503
31.5625	-48.49832	143.7673
31.875	-44.42648	-152.3795
32.1875	-41.38943	-172.5124
32.5	-43.18607	169.0601
32.8125	-46.60711	162.7545
33.125	-48.71201	166.1298
33.4375	-50.24857	-178.79
33.75	-50.58523	-163.9222
34.0625	-51.08514	-148.9669
34.375	-51.64409	-144.0802
34.6875	-50.61553	-124.7267
35	-50.17317	-119.8959
35.3125	-48.74298	-122.2932
35.625	-48.12113	-119.2793
35.9375	-48.31616	-115.5842
36.25	-48.15626	-115.2821
36.5625	-47.39478	-110.1272
36.875	-47.09354	-107.0379
37.1875	-46.44194	-114.4246
37.5	-45.64396	-109.1697
37.8125	-45.71024	-113.2318
38.125	-46.15707	-115.0459
