Frequency	Magnitude	Phase
0.3125	-77.56161	-140.4448
0.625	-73.86662	-123.1523
0.9375	-69.92799	-115.9933
1.25	-67.90653	-114.7836
1.5625	-68.55882	-124.3664
1.875	-67.26863	-120.0021
2.1875	-66.86357	-123.7001
2.5	-65.81271	-140.2295
2.8125	-66.07051	-125.3597
3.125	-64.83273	-128.9713
3.4375	-65.61385	-139.1475
3.75	-66.29404	-142.762
4.0625	-64.2327	-129.4211
4.375	-64.51993	-137.122
4.6875	-63.58509	-138.2867
5	-63.4235	-131.3215
5.3125	-62.70056	-137.5082
5.625	-63.19204	-145.6352
5.9375	-62.18217	-143.4201
6.25	-62.07778	-137.7657
6.5625	-62.30775	-146.0272
6.875	-61.69961	-147.3646
7.1875	-61.59238	-150.4268
7.5	-61.63852	-145.1959
7.8125	-61.17862	-136.4541
8.125	-61.92611	-148.7081
8.4375	-62.19299	-137.175
8.75	-62.18153	-157.8449
9.0625	-60.02046	-145.0755
9.375	-61.32376	-151.5766
9.6875	-60.85806	-158.2007
10	-63.17999	-159.939
10.3125	-61.17099	-164.3309
10.625	-63.77772	-163.4686
10.9375	-60.08975	-170.2733
11.25	-61.47044	-170.9472
11.5625	-61.68867	-179.7789
11.875	-62.26421	179.5455
12.1875	-62.11399	-179.165
12.5	-62.86926	179.2926
12.8125	-59.61922	166.5866
13.125	-59.53962	161.575
13.4375	-59.24423	151.5121
13.75	-58.94855	156.9955
14.0625	-60.01519	129.8744
14.375	-57.95948	133.9697
14.6875	-58.41743	130.4215
15	-56.62091	124.8303
15.3125	-56.18132	113.1404
15.625	-54.0256	107.1419
15.9375	-53.34422	99.53263
16.25	-51.20243	85.4216
16.5625	-50.66386	78.18839
16.875	-49.75708	63.0268
17.1875	-50.52505	55.90034
17.5	-52.82423	57.79154
17.8125	-52.01582	72.75217
18.125	-49.64447	82.26757
18.4375	-47.20754	86.2564
18.75	-45.76287	86.9939
19.0625	-43.76243	84.13459
19.375	-41.5191	82.53719
19.6875	-39.85282	79.05711
20	-37.31721	77.90997
20.3125	-35.01476	72.83598
20.625	-32.21862	68.6184
20.9375	-29.05176	64.52869
21.25	-23.42798	50.79982
21.5625	-20.38104	4.733244
21.875	-21.14017	-31.41538
22.1875	-22.51902	-57.70256
22.5	-24.70642	-78.35989
22.8125	-27.04593	-88.6782
23.125	-28.64359	-93.78114
23.4375	-29.4751	-98.23027
23.75	-30.41328	-103.8003
24.0625	-31.28152	-106.6035
24.375	-31.9659	-108.1371
24.6875	-32.05476	-110.7137
25	-32.32967	-113.2316
25.3125	-32.40466	-118.1121
25.625	-32.59986	-121.7903
25.9375	-32.76241	-127.0403
26.25	-32.56307	-133.6561
26.5625	-33.00191	-139.9911
26.875	-33.58448	-148.2408
27.1875	-34.54348	-157.6072
27.5	-35.62957	-162.7254
27.8125	-37.63641	-166.4752
28.125	-39.36711	-164.5336
28.4375	-40.75384	-155.9903
28.75	-40.9007	-144.1975
29.0625	-40.06603	-137.7191
29.375	-38.59451	-136.0481
29.6875	-37.40552	-137.1262
30	-35.99328	-143.8174
30.3125	-34.57222	-158.0695
30.625	-33.84613	-179.5041
30.9375	-36.29824	152.9331
31.25	-42.01667	148.183
31.5625	-44.46659	172.2775
31.875	-43.57247	-172.2682
32.1875	-42.65584	-177.687
32.5	-42.43004	172.4891
32.8125	-44.38103	167.5331
33.125	-46.527	167.5724
33.4375	-47.45885	170.6457
33.75	-48.69012	174.8951
34.0625	-51.58455	-169.5576
34.375	-50.04861	-169.9448
34.6875	-52.24633	-153.7549
