Frequency	Magnitude	Phase
0.3125	-84.68141	-10.02737
0.625	-78.04678	-94.91477
0.9375	-81.52342	-94.54768
1.25	-80.52467	-116.3733
1.5625	-80.06813	-65.34222
1.875	-71.56432	-104.523
2.1875	-71.65166	-109.0796
2.5	-74.70084	-120.0813
2.8125	-70.84239	-119.5564
3.125	-71.61323	-116.9251
3.4375	-71.30002	-126.5272
3.75	-69.8343	-108.2039
4.0625	-68.87414	-108.1126
4.375	-68.50748	-124.8281
4.6875	-71.15562	-137.2201
5	-66.67528	-103.7645
5.3125	-68.97069	-117.2632
5.625	-67.90523	-149.7315
5.9375	-65.80309	-137.1774
6.25	-66.40944	-122.4929
6.5625	-65.74475	-127.5416
6.875	-69.46126	-132.8979
7.1875	-65.90968	-143.237
7.5	-68.53483	-141.2883
7.8125	-64.81317	-144.6054
8.125	-69.70406	-178.9918
8.4375	-66.82639	-137.1165
8.75	-65.7014	-164.4788
9.0625	-69.78732	-156.818
9.375	-69.2891	-160.0131
9.6875	-66.16025	-167.6486
10	-68.75045	-145.0689
10.3125	-70.24085	-165.7335
10.625	-65.08155	-144.315
10.9375	-65.31935	-179.5979
11.25	-67.75735	172.6454
11.5625	-68.73722	167.8292
11.875	-64.24002	154.0865
12.1875	-64.84893	148.9164
12.5	-69.53974	149.0683
12.8125	-72.00381	155.1636
13.125	-67.66535	126.1462
13.4375	-64.73261	131.4199
13.75	-62.16582	123.5513
14.0625	-60.60961	130.9061
14.375	-58.8858	111.9062
14.6875	-57.68778	106.337
15	-56.86909	99.60918
15.3125	-55.5029	98.7559
15.625	-54.15972	92.09382
15.9375	-52.58622	83.42889
16.25	-53.17325	83.58893
16.5625	-50.63271	70.04646
16.875	-50.06976	61.62533
17.1875	-52.02702	39.62448
17.5	-54.12983	43.9833
17.8125	-55.01694	69.81329
18.125	-51.82793	85.10866
18.4375	-49.67918	85.27487
18.75	-47.85412	80.20342
19.0625	-45.85974	82.43897
19.375	-43.80096	83.44543
19.6875	-41.67229	80.40834
20	-39.53817	76.7534
20.3125	-37.36922	72.05675
20.625	-35.17588	62.62436
20.9375	-33.055	54.42934
21.25	-31.12211	42.93119
21.5625	-28.95095	31.24063
21.875	-27.55898	15.74395
22.1875	-25.4166	0.04878778
22.5	-24.36065	-18.77703
22.8125	-22.97243	-48.33129
23.125	-24.20749	-74.63081
23.4375	-27.3266	-102.2373
23.75	-30.38509	-103.2325
24.0625	-32.32687	-90.67949
24.375	-31.87532	-98.53974
24.6875	-31.78999	-98.91202
25	-32.77755	-106.9685
25.3125	-32.18488	-107.621
25.625	-32.59854	-114.6753
25.9375	-32.4372	-115.8049
26.25	-32.39608	-124.686
26.5625	-31.98892	-129.8602
26.875	-32.93971	-146.161
27.1875	-32.73197	-156.1058
27.5	-35.75773	-166.9577
27.8125	-37.33459	-177.2844
28.125	-39.40227	-165.3392
28.4375	-42.66952	-157.4518
28.75	-41.74276	-155.7465
29.0625	-41.58333	-131.4098
29.375	-41.13169	-132.7511
29.6875	-38.49983	-124.507
30	-37.43455	-129.1546
30.3125	-34.42415	-136.4538
30.625	-32.86471	-149.5786
30.9375	-31.38392	168.8164
31.25	-35.94442	142.1974
31.5625	-42.3271	118.2014
31.875	-46.62307	-172.7621
32.1875	-41.53954	-172.3302
32.5	-39.88056	157.5026
32.8125	-43.26455	148.828
33.125	-45.7187	131.8197
33.4375	-48.66197	140.5354
33.75	-52.18445	151.542
34.0625	-50.82774	162.3363
34.375	-53.68115	176.5076
34.6875	-55.99921	-172.2819
35	-54.043	-156.9091
35.3125	-55.20622	-155.1673
35.625	-54.19772	-152.0516
35.9375	-55.79286	-149.4374
36.25	-52.1773	-128.8317
36.5625	-52.56214	-120.2618
36.875	-50.73444	-132.4346
37.1875	-51.11084	-116.547
37.5	-51.26715	-127.3485
37.8125	-49.63157	-120.1922
38.125	-51.8239	-122.96
38.4375	-49.74633	-119.5326
38.75	-49.35667	-112.0329
39.0625	-49.44113	-126.5917
39.375	-48.25971	-116.4517
39.6875	-49.736	-121.7406
40	-47.99397	-130.3645
40.3125	-52.77718	-135.7981
40.625	-58.11677	-58.99125
40.9375	-45.75169	-90.57188
41.25	-45.67847	-110.788
41.5625	-48.55083	-125.336
41.875	-47.0734	-111.3482
42.1875	-47.13401	-118.0666
42.5	-47.84153	-116.3056
42.8125	-47.99689	-111.3342
43.125	-47.12835	-110.5844
43.4375	-47.72492	-109.6977
43.75	-46.9593	-111.3058
44.0625	-46.54309	-112.774
44.375	-46.04609	-108.3897
44.6875	-46.29438	-117.6557
45	-46.21235	-111.4505
45.3125	-47.5025	-117.8811
45.625	-46.49441	-115.9573
45.9375	-46.62691	-107.3052
46.25	-46.61412	-119.5947
46.5625	-46.83229	-111.52
46.875	-46.55545	-103.4033
47.1875	-45.84004	-111.5731
47.5	-46.41441	-109.3107
47.8125	-45.75608	-107.7141
48.125	-45.94127	-102.4174
48.4375	-46.19274	-108.298
48.75	-44.95644	-104.9235
49.0625	-45.23029	-107.7678
49.375	-45.604	-109.4034
49.6875	-44.7723	-106.0012
50	-45.07957	-101.2159
50.3125	-44.3391	-105.4002
50.625	-44.37498	-102.8279
50.9375	-44.33638	-102.4506
51.25	-43.79155	-109.1482
51.5625	-44.05382	-99.89265
51.875	-43.80712	-106.6881
52.1875	-43.85443	-104.8439
52.5	-43.48092	-99.85178
52.8125	-42.95333	-103.6997
53.125	-43.50278	-107.1095
53.4375	-43.19425	-103.9933
53.75	-42.85543	-103.1027
54.0625	-43.79602	-107.0358
54.375	-42.58815	-103.0316
54.6875	-42.71414	-106.7469
55	-42.42657	-105.0451
55.3125	-42.17531	-104.0159
55.625	-42.62759	-103.5134
55.9375	-42.14373	-106.8573
56.25	-42.32386	-103.0949
56.5625	-41.37913	-108.5186
56.875	-41.48557	-104.2951
57.1875	-41.77422	-102.617
57.5	-41.15741	-104.9168
57.8125	-41.35412	-103.9098
58.125	-41.08466	-107.2043
58.4375	-40.48635	-103.0296
58.75	-40.68826	-108.0669
59.0625	-40.34428	-108.828
59.375	-40.57238	-105.5048
59.6875	-40.6832	-110.9494
60	-40.3903	-109.6565
60.3125	-41.59806	-106.8636
60.625	-40.0988	-110.9793
60.9375	-40.33184	-104.2843
61.25	-40.63475	-110.5993
61.5625	-39.6792	-104.139
61.875	-40.46221	-108.1673
62.1875	-39.80036	-108.8902
62.5	-39.94205	-106.6296
62.8125	-39.93239	-106.7027
63.125	-39.34496	-106.8469
63.4375	-39.4111	-105.2183
63.75	-39.27605	-107.8176
64.0625	-39.00303	-109.2786
64.375	-38.77066	-107.8974
64.6875	-39.10381	-106.1542
65	-38.58496	-108.7471
65.3125	-39.66696	-105.7406
65.625	-38.86163	-109.1268
65.9375	-38.8097	-101.6951
66.25	-38.8174	-107.42
66.5625	-38.32265	-103.8176
66.875	-39.02471	-101.8884
67.1875	-37.63836	-106.7735
67.5	-37.56317	-100.9987
67.8125	-37.71582	-107.7724
68.125	-36.58058	-102.7338
68.4375	-37.47504	-106.5299
68.75	-36.72889	-107.3832
69.0625	-36.82015	-100.6265
69.375	-36.2532	-107.9478
69.6875	-36.24749	-106.4739
70	-36.57	-106.5389
70.3125	-35.99129	-110.9759
70.625	-36.92045	-107.0632
70.9375	-36.64355	-110.0703
71.25	-36.10349	-104.2304
71.5625	-35.96957	-106.9606
71.875	-35.75523	-105.8896
72.1875	-35.86291	-104.1382
72.5	-35.43499	-104.6192
72.8125	-35.46607	-105.7878
73.125	-34.80018	-104.6681
73.4375	-34.7001	-107.0323
73.75	-34.30661	-105.67
74.0625	-34.31976	-103.616
74.375	-33.9296	-107.3893
74.6875	-33.55041	-106.3631
75	-33.64864	-107.795
75.3125	-33.04868	-107.9479
75.625	-33.25773	-107.8002
75.9375	-32.59808	-108.9509
76.25	-32.67603	-109.1577
76.5625	-32.41051	-110.2155
76.875	-31.94184	-110.3036
77.1875	-32.03042	-112.2344
77.5	-31.61912	-112.9601
77.8125	-31.43754	-113.7879
78.125	-31.20777	-116.0802
78.4375	-30.90102	-115.3313
78.75	-30.737	-117.2125
79.0625	-30.42898	-118.6232
79.375	-30.21269	-119.7449
79.6875	-30.20882	-120.3952
80	-29.55245	-122.7811
80.3125	-29.63794	-124.7083
80.625	-29.06911	-128.569
80.9375	-29.05793	-127.9222
81.25	-29.01549	-132.8676
81.5625	-28.65512	-132.5705
81.875	-29.15929	-133.7951
82.1875	-28.82401	-139.9289
82.5	-28.76093	-135.8498
82.8125	-29.48887	-143.3966
83.125	-28.15566	-139.7752
83.4375	-29.33365	-140.9942
83.75	-27.98949	-146.2722
84.0625	-28.07303	-141.9117
84.375	-28.20875	-149.3485
84.6875	-26.83035	-150.7456
85	-27.6964	-150.3179
85.3125	-26.75303	-162.6576
85.625	-26.63179	-157.5907
85.9375	-27.57997	-171.8366
86.25	-26.62827	-172.7113
86.5625	-27.86731	-179.0277
86.875	-27.80066	172.9131
87.1875	-27.94088	167.9889
87.5	-29.6764	165.5096
87.8125	-30.08976	154.5909
88.125	-31.10273	164.1879
88.4375	-33.27637	156.8916
88.75	-32.93275	158.4095
89.0625	-34.91039	165.9876
89.375	-36.35669	159.0037
89.6875	-35.10154	170.2913
90	-38.1028	172.4219
90.3125	-36.75737	162.741
90.625	-37.45539	-164.1729
90.9375	-39.9615	-177.8278
91.25	-36.9069	-169.5379
91.5625	-38.43228	-149.9998
91.875	-38.47926	-162.6512
92.1875	-35.60732	-144.4481
92.5	-38.17232	-146.0461
92.8125	-35.62786	-150.5575
93.125	-35.79824	-138.271
93.4375	-35.5943	-152.6696
93.75	-34.19476	-146.3196
94.0625	-35.38671	-148.0483
94.375	-34.7827	-157.3611
94.6875	-34.05555	-152.0081
95	-35.59211	-154.9334
95.3125	-34.0727	-159.676
95.625	-35.01392	-152.8564
95.9375	-35.8872	-161.9577
96.25	-35.47622	-158.1173
96.5625	-36.37753	-157.6727
96.875	-36.67194	-164.0567
97.1875	-36.6213	-150.6703
97.5	-39.35221	-156.6143
97.8125	-36.64186	-149.4792
98.125	-38.23138	-138.0319
98.4375	-38.34121	-150.4553
98.75	-37.47887	-135.2948
99.0625	-38.79333	-132.7666
99.375	-37.36983	-132.163
99.6875	-37.64454	-123.4439
100	-37.68982	-127.0224
100.3125	-36.47611	-120.0222
100.625	-36.80804	-120.3735
100.9375	-36.22451	-120.8385
101.25	-35.99619	-115.7604
101.5625	-35.83262	-117.2754
101.875	-35.32684	-116.4218
102.1875	-35.34985	-113.1907
102.5	-34.69591	-115.0453
102.8125	-34.19403	-108.3882
103.125	-34.6153	-112.0406
103.4375	-33.77887	-110.0484
103.75	-33.80626	-108.6363
104.0625	-33.55915	-111.4545
104.375	-32.9406	-109.6128
104.6875	-33.02563	-107.5462
105	-32.17128	-110.1964
105.3125	-32.33206	-107.7344
105.625	-32.22061	-109.5589
105.9375	-31.43787	-108.705
106.25	-31.92145	-107.3522
106.5625	-31.29205	-108.7998
106.875	-31.1268	-106.7011
107.1875	-31.20333	-109.6065
107.5	-30.43828	-105.9348
107.8125	-30.7562	-107.8089
108.125	-30.30405	-107.6985
108.4375	-30.22828	-106.786
108.75	-30.06024	-107.1808
109.0625	-29.53978	-106.4636
109.375	-29.70523	-105.7482
109.6875	-29.43166	-108.498
110	-29.10821	-106.7217
110.3125	-29.26113	-107.6482
110.625	-28.66532	-107.6406
110.9375	-28.46138	-106.8707
111.25	-28.29723	-107.6664
111.5625	-27.88963	-106.6741
111.875	-27.98917	-108.7625
112.1875	-27.62639	-109.5469
112.5	-27.49436	-107.4125
112.8125	-27.41872	-110.221
113.125	-27.12559	-109.0099
113.4375	-27.2011	-109.99
113.75	-26.8603	-111.0757
114.0625	-26.74294	-109.3235
114.375	-26.8151	-111.9654
114.6875	-26.31867	-111.355
115	-26.41839	-111.3068
115.3125	-26.22555	-113.037
115.625	-26.32896	-111.9556
115.9375	-26.22615	-112.4836
116.25	-26.12567	-113.969
116.5625	-26.26806	-111.5724
116.875	-26.37352	-113.3804
117.1875	-26.08486	-110.4048
117.5	-26.28348	-109.158
117.8125	-25.81837	-107.5552
118.125	-25.19183	-103.2735
118.4375	-24.42636	-106.6487
118.75	-24.23388	-111.2387
119.0625	-24.37018	-112.9873
119.375	-24.51198	-114.4099
119.6875	-24.45574	-113.3089
120	-24.55566	-112.5097
120.3125	-24.5694	-113.1943
120.625	-24.66351	-111.882
120.9375	-24.5845	-111.5553
121.25	-24.27321	-109.0738
121.5625	-24.2154	-109.0903
121.875	-24.04801	-108.8945
122.1875	-23.83699	-106.4835
122.5	-23.64776	-108.2578
122.8125	-23.41734	-106.3792
123.125	-23.36857	-105.7252
123.4375	-23.0947	-105.7404
123.75	-22.93943	-104.8895
124.0625	-22.75371	-104.9711
124.375	-22.48948	-104.1936
124.6875	-22.52504	-103.5332
125	-22.09046	-103.4331
125.3125	-22.02945	-101.8188
125.625	-21.61457	-102.0649
125.9375	-21.43043	-101.1414
126.25	-21.13619	-100.9083
126.5625	-20.81684	-100.1309
126.875	-20.56014	-100.6289
127.1875	-20.35697	-100.2066
127.5	-20.05004	-99.43936
127.8125	-19.7536	-99.71642
128.125	-19.47838	-99.16731
128.4375	-19.1813	-100.0071
128.75	-18.78329	-99.13968
129.0625	-18.63946	-99.58669
129.375	-18.25298	-99.83325
129.6875	-18.13467	-99.80957
130	-17.79215	-100.0834
130.3125	-17.67801	-99.5453
130.625	-17.35351	-99.2638
130.9375	-17.05593	-99.14288
131.25	-16.85172	-99.03661
131.5625	-16.4592	-98.87145
131.875	-16.14626	-97.56272
132.1875	-15.71625	-98.52531
132.5	-15.29812	-97.56182
132.8125	-15.01594	-98.66897
133.125	-14.49575	-98.84508
133.4375	-14.36381	-99.44147
133.75	-13.91256	-99.47826
134.0625	-13.68657	-99.11159
134.375	-13.28569	-99.71649
134.6875	-12.92503	-99.11012
135	-12.55334	-99.37325
135.3125	-12.06328	-99.24203
135.625	-11.66507	-99.40441
135.9375	-11.20721	-100.1617
136.25	-10.80442	-99.52473
136.5625	-10.30726	-100.4203
136.875	-9.791323	-99.99297
137.1875	-9.299895	-100.5338
137.5	-8.721337	-101.2255
137.8125	-8.166923	-102.0073
138.125	-7.651259	-103.1152
138.4375	-7.07328	-103.8046
138.75	-6.531789	-104.7292
139.0625	-5.844266	-105.5469
139.375	-5.257214	-106.0747
139.6875	-4.445468	-107.6278
140	-3.717075	-108.6803
140.3125	-2.847574	-110.8433
140.625	-1.996163	-112.8364
140.9375	-1.049636	-115.4283
141.25	-0.08592025	-118.5159
141.5625	0.9563103	-122.5999
141.875	2.000623	-127.6525
142.1875	3.068055	-133.9815
142.5	4.073972	-141.413
142.8125	4.993015	-150.0639
143.125	5.765717	-159.917
143.4375	6.355348	-170.779
143.75	6.705018	177.4703
144.0625	6.791969	165.373
144.375	6.573923	153.1337
144.6875	6.081176	141.4263
145	5.328968	130.9315
145.3125	4.411433	122.0637
145.625	3.390546	114.3522
145.9375	2.339536	108.1659
146.25	1.254252	103.0386
146.5625	0.1740333	99.23596
146.875	-0.865586	96.37561
147.1875	-1.841966	94.57063
147.5	-2.704791	93.67685
147.8125	-3.464935	93.17504
148.125	-4.126151	92.67806
148.4375	-4.718524	92.32907
148.75	-5.246042	92.05734
149.0625	-5.785289	91.69076
149.375	-6.22251	91.39384
149.6875	-6.711445	91.50796
150	-7.142009	91.14108
150.3125	-7.525048	91.47649
150.625	-7.914472	91.434
150.9375	-8.20249	91.30425
151.25	-8.58225	91.89551
151.5625	-8.843354	91.31979
151.875	-9.111486	91.85838
152.1875	-9.435872	91.58284
152.5	-9.608077	91.5956
152.8125	-9.90745	91.90335
153.125	-10.09066	91.71632
153.4375	-10.28259	92.15352
153.75	-10.53068	92.08943
154.0625	-10.65784	91.90768
154.375	-10.8293	92.22111
154.6875	-11.04148	91.91049
155	-11.2	91.68531
155.3125	-11.39318	92.07724
155.625	-11.59756	91.58588
155.9375	-11.66899	91.74301
156.25	-11.91919	91.81947
156.5625	-12.00767	91.41437
156.875	-12.14436	91.97945
157.1875	-12.39559	91.72197
157.5	-12.4341	91.70715
157.8125	-12.66434	92.36181
158.125	-12.714	91.86005
158.4375	-12.85596	92.55432
158.75	-12.95882	91.89214
159.0625	-12.98815	91.83173
159.375	-13.1562	92.15343
159.6875	-13.24528	91.45674
160	-13.35878	91.88136
160.3125	-13.45433	91.81155
160.625	-13.57329	91.75022
160.9375	-13.69387	91.72041
161.25	-13.7911	92.04478
161.5625	-13.83005	91.74596
161.875	-13.90284	91.96668
162.1875	-13.9874	91.83193
162.5	-14.07105	91.88852
162.8125	-14.19987	91.67562
163.125	-14.17198	91.88404
163.4375	-14.31156	91.93833
163.75	-14.33652	91.45031
164.0625	-14.38697	92.17815
164.375	-14.48525	91.67024
164.6875	-14.42033	91.34441
165	-14.60487	91.69444
165.3125	-14.62932	90.44653
165.625	-14.682	91.11696
165.9375	-14.79585	90.2661
166.25	-14.82718	90.54062
