Frequency	Magnitude	Phase
0.3125	-80.12757	-16.0956
0.625	-77.98335	-38.20662
0.9375	-81.07426	-18.68001
1.25	-78.78505	-45.89002
1.5625	-83.37764	-53.68041
1.875	-75.8258	-86.51124
2.1875	-77.37873	-106.4807
2.5	-77.58463	-89.38503
2.8125	-78.36011	-112.6547
3.125	-75.67261	-100.3397
3.4375	-79.49274	-128.2988
3.75	-74.35096	-147.0534
4.0625	-74.99635	-138.7426
4.375	-73.54274	-126.504
4.6875	-73.70415	-137.584
5	-70.97962	-145.1381
5.3125	-73.52625	-143.0639
5.625	-75.53192	-155.1161
5.9375	-75.4981	-139.8353
6.25	-72.78856	-156.8139
6.5625	-72.42221	-167.898
6.875	-71.62691	178.2618
7.1875	-74.48665	-178.1837
7.5	-71.04287	-177.9167
7.8125	-71.02798	158.3033
8.125	-72.06784	-162.3557
8.4375	-70.27678	178.3088
8.75	-72.21339	175.826
9.0625	-71.76936	157.2132
9.375	-70.33359	158.9948
9.6875	-69.57065	146.9676
10	-71.18575	170.8293
10.3125	-69.40085	158.8561
10.625	-68.54287	138.9806
10.9375	-67.0308	129.7611
11.25	-67.28352	119.1778
11.5625	-64.5398	127.1624
11.875	-67.67417	117.84
12.1875	-65.72266	106.227
12.5	-63.28236	106.2929
12.8125	-65.5636	108.5673
13.125	-60.76208	102.1317
13.4375	-62.80176	113.0735
13.75	-60.17761	101.2036
14.0625	-59.53821	100.6519
14.375	-58.74033	96.99172
14.6875	-56.91113	93.49688
15	-55.3357	93.16973
15.3125	-54.41262	87.78656
15.625	-53.50711	87.3526
15.9375	-51.60158	84.41965
16.25	-50.8737	77.47572
16.5625	-49.74131	64.60001
16.875	-50.16804	51.14254
17.1875	-52.52407	56.32031
17.5	-52.83627	69.47969
17.8125	-51.19303	74.22125
18.125	-48.75488	78.95194
18.4375	-47.00617	78.77201
18.75	-45.16977	78.40299
19.0625	-43.7673	77.19761
19.375	-41.71741	77.85208
19.6875	-40.3495	76.27783
20	-38.52314	74.86362
20.3125	-36.73306	73.60248
20.625	-34.50053	71.85802
20.9375	-32.13094	69.46564
21.25	-29.35476	65.08923
21.5625	-25.73084	59.7114
21.875	-21.21242	46.93665
22.1875	-14.49749	8.387206
22.5	-18.14744	-55.43622
22.8125	-21.3272	-72.27814
23.125	-23.61608	-85.30615
23.4375	-25.48238	-94.26189
23.75	-27.11651	-98.97092
24.0625	-28.39202	-103.008
24.375	-29.45606	-106.3008
24.6875	-30.08944	-107.6042
25	-30.51258	-109.2265
25.3125	-31.06093	-110.4579
25.625	-31.0077	-114.8903
25.9375	-31.17272	-119.1916
26.25	-31.37925	-124.493
26.5625	-31.56154	-130.2452
26.875	-32.08582	-137.6837
27.1875	-33.03164	-146.3742
27.5	-34.66622	-151.3565
27.8125	-36.62167	-153.2869
28.125	-38.84501	-148.1333
28.4375	-39.83883	-137.0133
28.75	-39.22034	-127.4945
29.0625	-38.26513	-124.002
29.375	-37.3269	-120.265
29.6875	-36.36232	-121.6449
30	-34.72565	-124.777
30.3125	-33.23419	-132.2061
30.625	-31.70585	-145.2201
30.9375	-30.37754	-172.4262
31.25	-34.19317	151.1553
31.5625	-41.7766	148.1143
31.875	-40.52055	-150.1021
32.1875	-36.54476	-165.6844
32.5	-36.10309	167.3319
32.8125	-38.05214	146.4289
33.125	-41.96204	133.7801
33.4375	-45.76817	137.2254
33.75	-48.81492	145.8614
34.0625	-51.24726	158.1291
34.375	-51.35986	-173.9721
34.6875	-52.36346	-159.6935
35	-51.44891	-153.1414
35.3125	-49.82731	-138.2704
35.625	-50.35572	-135.821
35.9375	-49.43578	-135.3376
36.25	-48.72269	-125.7832
36.5625	-47.91861	-124.4906
36.875	-48.6333	-125.8007
37.1875	-47.42609	-119.0625
37.5	-47.39963	-117.035
37.8125	-46.93618	-119.0955
38.125	-46.68645	-120.8544
38.4375	-46.45124	-116.3206
38.75	-46.465	-116.9225
39.0625	-46.31113	-116.5957
39.375	-46.27806	-113.3247
39.6875	-45.55029	-112.2264
40	-45.06783	-110.8983
40.3125	-44.60841	-108.5141
40.625	-42.54251	-110.1136
40.9375	-44.81457	-136.4025
41.25	-45.94532	-124.3945
41.5625	-45.47708	-119.0471
41.875	-45.40093	-121.339
42.1875	-45.43666	-116.3032
42.5	-45.78991	-118.8141
42.8125	-45.17449	-115.6129
43.125	-45.3819	-118.4012
43.4375	-44.79229	-121.5122
43.75	-43.99221	-118.6398
44.0625	-44.23945	-112.4349
44.375	-44.37132	-112.9719
44.6875	-44.31144	-120.1622
45	-44.39492	-117.568
45.3125	-43.766	-118.9337
45.625	-43.97232	-115.0027
45.9375	-44.95715	-115.5727
46.25	-44.82683	-121.1446
46.5625	-45.38664	-115.0799
46.875	-44.62366	-114.2403
47.1875	-45.09674	-112.6674
47.5	-44.45621	-108.1752
47.8125	-44.69551	-109.2554
48.125	-43.57045	-106.8333
48.4375	-43.84811	-108.6364
48.75	-43.56316	-107.2923
49.0625	-43.66312	-106.1236
49.375	-43.43442	-107.8046
49.6875	-43.30019	-108.9237
50	-42.68522	-106.7797
50.3125	-42.80569	-103.7891
50.625	-42.85139	-105.1425
50.9375	-42.54753	-105.4165
51.25	-42.56671	-103.4692
51.5625	-42.3877	-104.645
51.875	-42.0425	-103.5907
52.1875	-41.8363	-103.7261
52.5	-41.67048	-104.1515
52.8125	-41.54757	-105.1393
53.125	-41.27644	-103.6485
53.4375	-41.33049	-100.9925
53.75	-40.89624	-101.3843
54.0625	-40.93221	-104.3919
54.375	-40.40841	-100.0008
54.6875	-40.95451	-103.2069
55	-40.64782	-101.646
55.3125	-40.11814	-103.0371
55.625	-40.23449	-103.1009
55.9375	-40.04075	-102.501
56.25	-39.79116	-102.442
56.5625	-39.81768	-102.4572
56.875	-39.47829	-104.5448
57.1875	-39.40554	-103.1143
57.5	-39.39278	-104.1347
57.8125	-38.8229	-102.9778
58.125	-38.89964	-102.505
58.4375	-38.74963	-102.1683
58.75	-38.68706	-104.8084
59.0625	-38.34899	-103.9764
59.375	-38.16919	-102.6961
59.6875	-38.27453	-104.5206
60	-37.77428	-105.2418
60.3125	-37.75123	-106.9265
60.625	-37.92343	-106.6549
60.9375	-37.78896	-107.0383
61.25	-37.83136	-107.8496
61.5625	-37.94228	-105.5669
61.875	-37.93582	-106.6597
62.1875	-37.69611	-105.1456
62.5	-37.71169	-104.8657
62.8125	-37.43226	-103.5636
63.125	-37.46018	-104.2486
63.4375	-37.17649	-103.5238
63.75	-36.98834	-103.7127
64.0625	-36.95472	-105.1582
64.375	-36.95407	-105.1322
64.6875	-36.84599	-105.7928
65	-36.74302	-99.8933
65.3125	-36.81037	-101.4476
65.625	-35.90613	-102.365
65.9375	-35.93618	-97.59827
66.25	-36.14796	-99.28027
66.5625	-36.00678	-99.39259
66.875	-35.82354	-99.74564
67.1875	-35.73329	-100.0291
67.5	-35.77403	-99.81889
67.8125	-35.33829	-101.857
68.125	-34.70018	-101.7822
68.4375	-34.749	-99.29353
68.75	-34.64265	-102.7156
69.0625	-34.25179	-102.42
69.375	-33.98532	-102.2447
69.6875	-33.72324	-103.046
