Frequency	Magnitude	Phase
0.3125	-83.18195	37.57186
0.625	-79.78282	-93.13724
0.9375	-78.66099	-75.14464
1.25	-74.81158	-74.37446
1.5625	-76.51871	-80.27709
1.875	-71.05757	-103.0944
2.1875	-71.05737	-104.7894
2.5	-70.78038	-101.4661
2.8125	-69.98576	-110.9907
3.125	-69.19147	-110.6021
3.4375	-67.94324	-95.50986
3.75	-68.25237	-118.8554
4.0625	-66.70184	-129.5531
4.375	-66.258	-125.1178
4.6875	-66.40216	-129.6762
5	-65.71603	-121.8233
5.3125	-64.45129	-135.1294
5.625	-65.23981	-124.2684
5.9375	-64.03554	-146.8488
6.25	-64.0193	-134.8718
6.5625	-64.55494	-127.2878
6.875	-63.69765	-128.3126
7.1875	-62.28843	-134.4542
7.5	-62.55476	-129.8701
7.8125	-62.4064	-127.9643
8.125	-61.71082	-142.4654
8.4375	-62.02894	-140.8677
8.75	-60.55252	-143.9022
9.0625	-62.69355	-137.5246
9.375	-61.1209	-138.1687
9.6875	-61.71188	-141.0058
10	-61.03201	-143.807
10.3125	-60.24777	-140.595
10.625	-60.97587	-146.7522
10.9375	-60.61291	-148.486
11.25	-61.06829	-155.741
11.5625	-60.27367	-152.035
11.875	-61.79485	-150.7143
12.1875	-61.9452	-151.8715
12.5	-61.98782	-157.8207
12.8125	-61.39183	-154.6383
13.125	-61.0388	-162.5919
13.4375	-61.05541	-175.802
13.75	-58.98467	-170.1138
14.0625	-61.58514	174.3243
14.375	-61.18433	167.8191
14.6875	-61.61353	161.5592
15	-59.07747	136.1714
15.3125	-59.00728	127.5401
15.625	-58.17387	115.5141
15.9375	-56.77575	102.9889
16.25	-55.67147	84.21098
16.5625	-53.64644	60.61809
16.875	-54.50327	43.51559
17.1875	-58.3392	47.04682
17.5	-58.11659	76.33838
17.8125	-55.01875	86.50315
18.125	-51.42082	89.25945
18.4375	-49.8316	79.79506
18.75	-47.16221	80.33189
19.0625	-45.17279	76.76416
19.375	-42.65328	76.24108
19.6875	-40.67497	75.68427
20	-38.41196	72.79567
20.3125	-35.63956	72.71197
20.625	-32.91935	70.66705
20.9375	-29.17408	65.06219
21.25	-23.79748	54.91333
21.5625	-14.19417	19.66583
21.875	-19.14422	-80.27673
22.1875	-24.96007	-88.70233
22.5	-28.07216	-91.07132
22.8125	-29.989	-93.08062
23.125	-31.03226	-96.55969
23.4375	-31.72891	-98.58669
23.75	-32.32336	-96.95237
24.0625	-32.68594	-99.83651
24.375	-32.8362	-101.642
24.6875	-32.89991	-104.2429
25	-32.88245	-108.1216
25.3125	-32.82371	-110.547
25.625	-32.97425	-116.2387
25.9375	-32.99693	-121.2192
26.25	-32.86519	-127.5698
26.5625	-33.16331	-134.5977
26.875	-34.0245	-144.0186
27.1875	-35.32517	-150.244
27.5	-36.52875	-153.9433
27.8125	-37.68622	-153.1656
28.125	-39.06863	-149.9598
28.4375	-40.20826	-146.1939
28.75	-40.44273	-135.2746
29.0625	-40.08347	-129.1547
29.375	-38.83005	-125.2083
29.6875	-37.90791	-124.6796
30	-36.445	-129.0132
30.3125	-34.86311	-135.9467
30.625	-33.41447	-152.9169
30.9375	-33.44283	176.441
31.25	-37.35579	152.9365
31.5625	-43.82615	146.4674
31.875	-45.73547	-152.3296
32.1875	-39.85878	-162.3481
32.5	-39.72793	166.1265
32.8125	-42.88499	153.7766
33.125	-46.69759	153.3544
33.4375	-49.59511	152.2916
33.75	-51.92642	169.3326
34.0625	-54.0404	-172.502
34.375	-52.85367	-154.7837
34.6875	-53.37716	-148.823
35	-51.82798	-128.8596
35.3125	-51.91055	-124.832
35.625	-50.87765	-122.5004
35.9375	-50.87044	-115.45
36.25	-50.41356	-112.0568
36.5625	-49.91983	-116.8135
36.875	-49.32706	-112.2357
37.1875	-49.08842	-109.2673
37.5	-48.75404	-108.5328
37.8125	-48.30452	-106.7898
38.125	-48.13814	-101.2851
38.4375	-47.91678	-104.0581
38.75	-48.28938	-105.3103
39.0625	-47.30238	-106.5613
39.375	-47.57445	-105.8426
39.6875	-47.06179	-104.1912
40	-46.208	-104.8946
40.3125	-45.69418	-100.5981
40.625	-44.95808	-101.8149
40.9375	-44.85271	-123.5525
41.25	-46.52914	-117.2318
41.5625	-45.97033	-106.748
41.875	-45.94333	-100.941
42.1875	-46.38562	-105.4661
42.5	-46.1883	-105.2205
42.8125	-45.62659	-105.248
43.125	-45.03658	-106.8247
43.4375	-45.47134	-111.8418
43.75	-45.21934	-104.982
44.0625	-45.19814	-109.6452
44.375	-44.58285	-110.1645
44.6875	-44.2633	-113.9214
45	-44.51345	-113.3361
45.3125	-45.38038	-108.0749
45.625	-44.72092	-108.0138
45.9375	-44.13051	-107.0772
46.25	-43.87642	-111.9816
46.5625	-44.50653	-105.908
46.875	-44.96826	-107.5488
47.1875	-44.13758	-106.7023
47.5	-43.40821	-104.4414
47.8125	-44.15323	-106.8302
48.125	-43.58544	-106.988
48.4375	-43.34211	-106.0491
48.75	-43.17593	-106.3957
49.0625	-43.37304	-103.5514
49.375	-42.8244	-104.592
49.6875	-42.69186	-104.9544
50	-43.16978	-100.551
50.3125	-42.98527	-105.7631
50.625	-42.21722	-105.2801
50.9375	-42.78915	-106.5556
51.25	-42.03739	-103.5672
51.5625	-41.83068	-105.8105
51.875	-41.85951	-104.1684
52.1875	-42.03324	-102.0315
52.5	-41.58674	-102.156
52.8125	-41.95071	-100.113
53.125	-41.42573	-106.5918
53.4375	-41.21293	-103.221
53.75	-41.3226	-100.8941
54.0625	-41.47484	-106.4655
54.375	-40.74158	-102.45
54.6875	-40.42277	-102.4907
55	-40.66216	-101.5685
55.3125	-40.81353	-103.2795
55.625	-40.23588	-103.0341
55.9375	-40.19997	-103.898
56.25	-40.01865	-104.1881
56.5625	-39.84079	-102.7638
56.875	-40.1452	-102.2969
57.1875	-39.44544	-101.8432
57.5	-39.54063	-103.0388
57.8125	-39.19805	-102.4009
58.125	-39.08129	-101.7415
58.4375	-38.77084	-102.2986
58.75	-38.95074	-103.6186
59.0625	-38.56007	-102.0274
59.375	-38.63913	-104.9098
59.6875	-38.47722	-105.0182
60	-38.64233	-103.04
60.3125	-38.48943	-106.4716
60.625	-38.24953	-103.409
60.9375	-38.59995	-105.6224
61.25	-38.34245	-105.1452
61.5625	-37.98771	-105.5281
61.875	-38.13765	-103.8913
62.1875	-38.19606	-106.5661
62.5	-38.07935	-106.213
62.8125	-37.91128	-103.8685
63.125	-37.64702	-102.9849
63.4375	-37.54642	-104.4764
63.75	-37.32472	-103.8868
64.0625	-37.26241	-103.5736
64.375	-36.81123	-104.5698
64.6875	-36.9259	-103.6609
65	-36.89471	-104.425
65.3125	-36.95949	-106.0198
65.625	-37.43133	-106.4195
65.9375	-37.07662	-104.3437
66.25	-36.76055	-99.3001
66.5625	-36.90132	-101.9535
66.875	-36.6804	-101.3934
67.1875	-36.56216	-100.6367
67.5	-36.14992	-100.1348
67.8125	-35.94438	-100.5341
68.125	-35.86583	-102.5796
68.4375	-35.68558	-101.0594
68.75	-35.54113	-100.9526
69.0625	-35.44125	-99.99744
69.375	-34.94367	-100.4447
69.6875	-34.9828	-102.0025
70	-34.70623	-101.8035
70.3125	-34.76844	-103.4895
70.625	-34.53933	-103.8809
70.9375	-34.5602	-103.6709
71.25	-34.44278	-102.2458
71.5625	-34.04476	-101.2697
71.875	-34.3274	-102.4833
72.1875	-34.04035	-102.8917
72.5	-33.85579	-102.4257
72.8125	-33.61532	-102.7946
73.125	-33.63052	-102.2161
73.4375	-33.3133	-102.2154
73.75	-33.02704	-104.2339
74.0625	-32.95235	-104.0126
74.375	-32.77874	-103.4684
74.6875	-32.32505	-103.7761
75	-32.30666	-104.1226
75.3125	-32.00887	-104.1357
75.625	-31.79391	-103.8966
75.9375	-31.5973	-104.3174
76.25	-31.51576	-105.119
76.5625	-31.18972	-105.0862
76.875	-30.97313	-104.347
77.1875	-30.71727	-105.2262
77.5	-30.47566	-107.1527
77.8125	-30.18147	-107.5891
78.125	-30.01985	-107.4097
78.4375	-29.77397	-108.5661
78.75	-29.4944	-109.3713
79.0625	-29.28332	-110.4194
79.375	-28.97048	-111.2002
79.6875	-28.71023	-112.2891
80	-28.41531	-113.7216
80.3125	-28.18383	-114.2191
80.625	-28.00233	-116.4613
80.9375	-27.61729	-117.5107
81.25	-27.38701	-120.1941
81.5625	-27.11905	-122.2201
81.875	-27.0333	-124.4516
82.1875	-26.77252	-126.665
82.5	-26.5371	-129.0505
82.8125	-26.35	-132.3825
83.125	-26.20853	-134.4143
83.4375	-26.12915	-138.0099
83.75	-26.1096	-141.3524
84.0625	-26.04787	-143.3124
84.375	-26.11893	-147.1203
84.6875	-25.92624	-149.1133
85	-26.03958	-151.3198
85.3125	-26.02201	-154.8931
85.625	-25.97332	-159.14
85.9375	-25.95148	-163.0691
86.25	-26.09056	-167.4441
86.5625	-26.28128	-172.6959
86.875	-26.73733	-178.1433
87.1875	-27.35038	175.8617
87.5	-28.06516	169.5943
87.8125	-29.08082	166.4971
88.125	-30.34384	165.1608
88.4375	-31.96684	165.2141
88.75	-33.26523	166.0916
89.0625	-34.60031	172.0564
89.375	-35.51821	174.8023
89.6875	-35.96687	-175.1175
90	-36.3226	-168.646
90.3125	-36.89014	-165.1527
90.625	-37.01154	-155.7553
90.9375	-37.03085	-147.3769
91.25	-36.38364	-144.8841
91.5625	-35.8576	-140.2153
91.875	-35.63553	-134.9255
92.1875	-35.12191	-133.2818
92.5	-34.44197	-132.498
92.8125	-33.92249	-131.7886
93.125	-33.58774	-130.3398
93.4375	-33.34228	-130.6707
93.75	-32.99624	-130.214
94.0625	-32.73994	-131.6811
94.375	-32.20466	-133.4287
94.6875	-32.15054	-134.5911
95	-31.86398	-136.6995
95.3125	-32.24812	-136.7126
95.625	-32.27447	-138.6544
95.9375	-32.55575	-139.5393
96.25	-32.65976	-140.4938
96.5625	-32.97557	-140.0263
96.875	-33.43596	-140.8379
97.1875	-33.70276	-138.7296
97.5	-34.10032	-134.3571
97.8125	-33.68481	-129.6721
98.125	-33.73647	-127.0968
98.4375	-33.754	-126.4551
98.75	-33.65236	-123.9978
99.0625	-33.71089	-119.7865
99.375	-33.20195	-118.952
99.6875	-33.34484	-116.2829
100	-32.86441	-116.3079
100.3125	-32.58648	-114.4336
100.625	-32.26712	-112.4245
100.9375	-31.98679	-112.2638
101.25	-31.74513	-109.4629
101.5625	-31.42551	-110.8931
101.875	-31.23127	-108.1416
102.1875	-31.05067	-108.2552
102.5	-30.57853	-107.8604
102.8125	-30.47521	-106.7085
103.125	-30.29712	-106.9229
103.4375	-29.99855	-105.9269
103.75	-29.6908	-105.0459
104.0625	-29.39048	-104.3255
104.375	-29.24582	-104.993
104.6875	-29.01626	-104.9717
105	-28.77662	-103.8413
105.3125	-28.57921	-103.8984
105.625	-28.44539	-103.9716
105.9375	-28.04462	-103.4882
106.25	-27.88552	-104.0725
106.5625	-27.66668	-104.3697
106.875	-27.38243	-104.6682
107.1875	-27.36678	-104.4332
107.5	-26.94542	-104.2238
107.8125	-26.81837	-103.4486
108.125	-26.56137	-103.5584
108.4375	-26.46601	-103.7548
108.75	-26.25374	-103.9232
109.0625	-25.9189	-103.4144
109.375	-25.77641	-103.2937
109.6875	-25.53087	-103.4916
110	-25.29469	-103.9493
110.3125	-25.22135	-104.0267
110.625	-24.93897	-104.4135
110.9375	-24.77836	-104.233
111.25	-24.53571	-104.9373
111.5625	-24.29663	-105.4368
111.875	-24.16153	-105.8852
112.1875	-24.02085	-105.7307
112.5	-23.80702	-105.8447
112.8125	-23.61391	-106.5826
113.125	-23.42105	-107.3179
113.4375	-23.30363	-107.8803
113.75	-23.14864	-107.5714
114.0625	-23.08962	-108.5611
114.375	-22.88221	-109.0495
114.6875	-22.7517	-109.265
115	-22.64561	-109.5357
115.3125	-22.51716	-109.859
115.625	-22.46803	-109.0461
115.9375	-22.38123	-109.0956
116.25	-22.22177	-108.7772
116.5625	-21.97897	-109.042
116.875	-21.72561	-109.3169
117.1875	-21.62391	-110.4293
117.5	-21.56847	-111.475
117.8125	-21.61657	-111.1971
118.125	-21.50468	-110.8198
118.4375	-21.34863	-109.7733
118.75	-21.21503	-109.5519
119.0625	-21.08354	-108.9085
119.375	-20.96721	-108.4277
119.6875	-20.72198	-108.0061
120	-20.52628	-107.7677
120.3125	-20.38501	-107.3346
120.625	-20.27972	-106.4217
120.9375	-20.10795	-106.5077
121.25	-19.82067	-105.6948
121.5625	-19.65408	-105.011
121.875	-19.40746	-104.7496
122.1875	-19.17938	-104.6623
122.5	-18.94081	-104.5753
122.8125	-18.65386	-104.284
123.125	-18.41878	-104.5375
123.4375	-18.19741	-103.7604
123.75	-18.00679	-103.7798
124.0625	-17.76047	-104.0225
124.375	-17.57823	-103.8855
124.6875	-17.35612	-103.5846
125	-17.08928	-103.099
125.3125	-16.89406	-102.788
125.625	-16.60887	-102.0817
125.9375	-16.27283	-101.0775
126.25	-15.9296	-101.3301
126.5625	-15.60466	-100.8199
126.875	-15.23801	-100.4226
127.1875	-14.93428	-100.4556
127.5	-14.52467	-100.1678
127.8125	-14.11812	-100.6986
128.125	-13.74911	-100.4772
128.4375	-13.44394	-100.0882
128.75	-13.07041	-100.8853
